epoch,loss,val_loss
0,0.3066575825214386,1.8124918937683105
1,0.26403042674064636,1.3478564023971558
2,0.2558746933937073,3.3064234256744385
3,0.25015127658843994,3.833566427230835
4,0.24457813799381256,0.4076637923717499
5,0.24037601053714752,3.35868239402771
6,0.23691317439079285,0.8682337403297424
7,0.23315122723579407,4.207180023193359
8,0.23107177019119263,2.308073043823242
9,0.22823187708854675,0.287761926651001
10,0.22596275806427002,4.910139560699463
11,0.22373463213443756,8.077035903930664
12,0.2221985012292862,5.347104072570801
13,0.22059303522109985,5.188852310180664
14,0.2195025235414505,0.3406970798969269
15,0.2106691151857376,0.27415144443511963
16,0.20812569558620453,0.3039499521255493
17,0.2085421234369278,0.2748260796070099
18,0.20727258920669556,0.27090391516685486
19,0.20704196393489838,0.27444806694984436
