epoch,loss,val_loss
0,0.265191912651062,0.2891922891139984
1,0.2333609163761139,0.27129486203193665
2,0.2066546380519867,0.32256999611854553
3,0.1842973530292511,0.38891369104385376
4,0.16480408608913422,0.4482698142528534
5,0.14937029778957367,0.6160967350006104
6,0.13666290044784546,0.5361585021018982
7,0.10603217035531998,0.6650873422622681
8,0.09823916852474213,0.7736780643463135
9,0.09337902814149857,0.773161768913269
10,0.09047497063875198,0.8924509286880493
11,0.087135910987854,0.8677440285682678
12,0.07968702912330627,0.973697304725647
13,0.0778137594461441,0.9774473905563354
14,0.07731936126947403,1.0157246589660645
