epoch,loss,val_loss
0,0.4853755235671997,0.32103002071380615
1,0.28216248750686646,0.2786681354045868
2,0.260231077671051,0.2833925783634186
3,0.26133373379707336,0.2791205644607544
4,0.2552059590816498,0.2863243520259857
5,0.24670962989330292,0.26972272992134094
6,0.24676048755645752,0.2704600393772125
7,0.2513725161552429,0.2844860851764679
8,0.24354423582553864,0.26829952001571655
9,0.2477162629365921,0.27456527948379517
10,0.24123887717723846,0.2972078323364258
11,0.24238011240959167,0.2747175097465515
12,0.2425117790699005,0.27374425530433655
13,0.2394665628671646,0.2694323658943176
14,0.23564660549163818,0.2735455334186554
15,0.23549456894397736,0.27191162109375
16,0.2346196472644806,0.27306175231933594
17,0.23768332600593567,0.27401748299598694
18,0.23346279561519623,0.2743651866912842
19,0.23398073017597198,0.273323655128479
20,0.23496221005916595,0.2730737328529358
21,0.23376962542533875,0.2734712064266205
22,0.23507465422153473,0.27377110719680786
23,0.2357863038778305,0.2726886570453644
24,0.23355625569820404,0.2726428806781769
25,0.23492275178432465,0.2725633382797241
26,0.2316269427537918,0.27267029881477356
27,0.23249146342277527,0.27273842692375183
28,0.22810769081115723,0.27287793159484863
29,0.23271994292736053,0.27286994457244873
30,0.23212826251983643,0.27285104990005493
31,0.22894486784934998,0.2728460431098938
32,0.23263010382652283,0.272848904132843
33,0.2298242449760437,0.27285248041152954
34,0.2340497225522995,0.2728549540042877
35,0.2324974089860916,0.27285680174827576
36,0.23526422679424286,0.2728610038757324
37,0.2302003651857376,0.27285268902778625
38,0.23346145451068878,0.27286699414253235
39,0.22950194776058197,0.2728833556175232
40,0.23473137617111206,0.27289000153541565
41,0.23274452984333038,0.27288487553596497
42,0.23174957931041718,0.2728613018989563
43,0.23404239118099213,0.2728703022003174
44,0.23340457677841187,0.27285337448120117
45,0.2294653356075287,0.2728615999221802
46,0.2364494800567627,0.2728595733642578
47,0.23241038620471954,0.2728540301322937
48,0.23281548917293549,0.27287301421165466
49,0.2333044707775116,0.2728595435619354
