epoch,loss,val_loss
0,0.3496543765068054,0.28181999921798706
1,0.2666895091533661,0.2657266855239868
2,0.25868263840675354,0.26503098011016846
3,0.2516050934791565,0.301891565322876
4,0.25619053840637207,0.2933812439441681
5,0.24991922080516815,0.26956793665885925
6,0.2503082752227783,0.2560911178588867
7,0.2414633184671402,0.2652195692062378
8,0.25186023116111755,0.26447248458862305
9,0.24147944152355194,0.26852717995643616
10,0.24550187587738037,0.2645874619483948
11,0.24064241349697113,0.26511767506599426
12,0.23210744559764862,0.2618409991264343
13,0.22852736711502075,0.26141560077667236
14,0.23086731135845184,0.26214173436164856
15,0.22514477372169495,0.2593359053134918
16,0.22691334784030914,0.2585654854774475
17,0.21986329555511475,0.2600167989730835
18,0.22434312105178833,0.2615378201007843
19,0.22007842361927032,0.2604961395263672
20,0.2188713401556015,0.26074570417404175
21,0.2229842096567154,0.2597251534461975
22,0.22063924372196198,0.25997394323349
23,0.2226821333169937,0.2602938711643219
24,0.22414301335811615,0.26034796237945557
25,0.22023329138755798,0.2604200541973114
26,0.22034990787506104,0.26074957847595215
27,0.2173691689968109,0.2607819736003876
28,0.21798227727413177,0.26079410314559937
29,0.2211894989013672,0.2607637941837311
30,0.21860918402671814,0.2607949674129486
31,0.22012212872505188,0.26075437664985657
32,0.21958014369010925,0.26074978709220886
33,0.21732787787914276,0.26076728105545044
34,0.2197258621454239,0.2607668340206146
35,0.21742655336856842,0.2607853412628174
36,0.21582600474357605,0.26081082224845886
37,0.2196800708770752,0.2608087956905365
38,0.22157220542430878,0.2607988715171814
39,0.21796618402004242,0.26081547141075134
40,0.22005131840705872,0.26081687211990356
41,0.2182830274105072,0.2608371675014496
42,0.21819449961185455,0.2608385980129242
43,0.22179897129535675,0.26083412766456604
44,0.21545270085334778,0.26083457469940186
45,0.21875597536563873,0.26083245873451233
46,0.220754012465477,0.2608433663845062
47,0.22112855315208435,0.2608429789543152
48,0.22273987531661987,0.26085785031318665
49,0.21701228618621826,0.2608576714992523
50,0.2217896580696106,0.2608533501625061
51,0.22156691551208496,0.26085636019706726
52,0.2186497300863266,0.2608581483364105
53,0.21655450761318207,0.2608623802661896
54,0.21893154084682465,0.2608763575553894
55,0.21974588930606842,0.26086950302124023
56,0.2181016206741333,0.26086828112602234
57,0.2188393622636795,0.2608656585216522
58,0.2226361781358719,0.2608635425567627
59,0.21731144189834595,0.26088011264801025
60,0.22301992774009705,0.2608794569969177
61,0.21685399115085602,0.2608890235424042
62,0.21733811497688293,0.26089727878570557
63,0.21929889917373657,0.26090800762176514
64,0.21846021711826324,0.26090991497039795
65,0.22143639624118805,0.2609029710292816
66,0.22192320227622986,0.26089462637901306
67,0.22062289714813232,0.26089727878570557
68,0.22028416395187378,0.26090726256370544
69,0.2194913923740387,0.2609088122844696
70,0.21904493868350983,0.26091504096984863
71,0.21588639914989471,0.26092037558555603
72,0.21762950718402863,0.26093700528144836
73,0.21730932593345642,0.2609482705593109
74,0.21905145049095154,0.26094818115234375
75,0.2182842642068863,0.2609569728374481
76,0.21856412291526794,0.26096585392951965
77,0.2193610817193985,0.260978102684021
78,0.21807196736335754,0.2609845995903015
79,0.22260217368602753,0.2609894871711731
80,0.21966564655303955,0.2609843611717224
81,0.21813851594924927,0.26098883152008057
82,0.21774083375930786,0.26099804043769836
83,0.218324214220047,0.2610035538673401
84,0.2184925377368927,0.26099973917007446
85,0.22219717502593994,0.26100587844848633
86,0.22114326059818268,0.2609923481941223
87,0.22033147513866425,0.2610186040401459
88,0.21878249943256378,0.26101770997047424
89,0.21829341351985931,0.26102256774902344
90,0.21737663447856903,0.2610262930393219
91,0.21863795816898346,0.26102954149246216
92,0.22002758085727692,0.26103273034095764
93,0.2194070965051651,0.2610304355621338
94,0.2188725620508194,0.2610332667827606
95,0.22055351734161377,0.26103144884109497
96,0.2195620983839035,0.2610378861427307
97,0.21644242107868195,0.26103127002716064
98,0.21672992408275604,0.2610410451889038
99,0.21929790079593658,0.2610427141189575
