epoch,loss,val_loss
0,0.4220671057701111,0.744292676448822
1,0.3218524158000946,0.6739132404327393
2,0.3039626181125641,0.5111666321754456
3,0.2916361391544342,0.41270706057548523
4,0.28919363021850586,0.7945875525474548
5,0.28314170241355896,0.7815312147140503
6,0.27332210540771484,1.0145457983016968
7,0.2647189497947693,1.9791603088378906
8,0.2638075053691864,0.9136447310447693
9,0.2644832134246826,0.2869502305984497
10,0.2555319368839264,0.29628273844718933
11,0.25647276639938354,0.24535812437534332
12,0.25176703929901123,0.26582634449005127
13,0.25441455841064453,0.22692959010601044
14,0.24605664610862732,0.23140448331832886
15,0.24590429663658142,0.22562956809997559
16,0.2456236481666565,0.22613728046417236
17,0.2519517242908478,0.23123398423194885
18,0.25568100810050964,0.23249761760234833
19,0.24589860439300537,0.22936107218265533
20,0.24993650615215302,0.2251572608947754
21,0.24849414825439453,0.22656604647636414
22,0.2482651323080063,0.22317996621131897
23,0.24557210505008698,0.23356668651103973
24,0.24011017382144928,0.22209885716438293
25,0.2456745058298111,0.22248484194278717
26,0.24860192835330963,0.22735975682735443
27,0.2360810935497284,0.2382219284772873
28,0.24227404594421387,0.297009140253067
29,0.24467188119888306,0.23454277217388153
30,0.2428995817899704,0.22382718324661255
31,0.24341654777526855,0.223615363240242
32,0.23836900293827057,0.22413048148155212
33,0.24301260709762573,0.226663738489151
34,0.24495218694210052,0.22948002815246582
35,0.241254061460495,0.22782477736473083
36,0.23628583550453186,0.22726625204086304
37,0.23573459684848785,0.2270674705505371
38,0.2304905652999878,0.2271714210510254
39,0.24296167492866516,0.22610579431056976
40,0.24180173873901367,0.22608676552772522
41,0.24099628627300262,0.22609853744506836
42,0.23446042835712433,0.22591444849967957
43,0.24070152640342712,0.22586995363235474
44,0.24269120395183563,0.2257949411869049
45,0.23964473605155945,0.22581952810287476
46,0.24061331152915955,0.22580227255821228
47,0.23924143612384796,0.2257765382528305
48,0.2373349666595459,0.22573600709438324
49,0.23990370333194733,0.2256632149219513
