epoch,loss,val_loss
0,0.4600221514701843,0.6729276180267334
1,0.3284033238887787,0.5772236585617065
2,0.30240991711616516,0.4154438376426697
3,0.2912994623184204,0.32486945390701294
4,0.28756770491600037,0.3779469132423401
5,0.27951765060424805,0.31268206238746643
6,0.2695640027523041,0.4875466823577881
7,0.2757268249988556,0.2709173858165741
8,0.26371634006500244,0.23730337619781494
9,0.2623503804206848,0.2643255889415741
10,0.25697562098503113,0.290267676115036
11,0.26333189010620117,2.104346513748169
12,0.2588641047477722,2.7820277214050293
13,0.248559832572937,1.2347933053970337
14,0.2466076761484146,0.21517887711524963
15,0.24236911535263062,0.21456117928028107
16,0.24704119563102722,0.21678996086120605
17,0.23844633996486664,0.21384526789188385
18,0.24642354249954224,0.21622775495052338
19,0.23819118738174438,0.22500838339328766
20,0.24010245501995087,0.22452719509601593
21,0.24100108444690704,0.21517260372638702
22,0.24147474765777588,0.2142622172832489
23,0.2357916682958603,0.214938223361969
24,0.2327275574207306,0.21664907038211823
25,0.23612841963768005,0.21670052409172058
26,0.23749575018882751,0.21706509590148926
27,0.2365388721227646,0.21987570822238922
28,0.24327786266803741,0.21655642986297607
29,0.23834219574928284,0.21541084349155426
30,0.23584690690040588,0.21598608791828156
31,0.23943796753883362,0.21502406895160675
32,0.23576927185058594,0.21493880450725555
33,0.2392333447933197,0.21459905803203583
34,0.23514306545257568,0.21466870605945587
35,0.2394062727689743,0.21467731893062592
36,0.2399958372116089,0.2145058810710907
37,0.24178148806095123,0.21469254791736603
38,0.23965294659137726,0.2145386040210724
39,0.24177992343902588,0.21434453129768372
40,0.23688752949237823,0.21436084806919098
41,0.23994871973991394,0.21440176665782928
42,0.23674516379833221,0.21437130868434906
43,0.23288586735725403,0.21454617381095886
44,0.24015764892101288,0.214613139629364
45,0.24020810425281525,0.21450798213481903
46,0.2329990714788437,0.21451006829738617
47,0.23371335864067078,0.21441975235939026
48,0.22992999851703644,0.21445612609386444
49,0.23502197861671448,0.2143496572971344
